info,Район,Тип,Тип.объекта,Комнаты,Этаж,Площадь,Площадь.кухни,Жилая.площадь,Цена,Цена.за.м,Материал.здания,cluster,Год.постройки,Кол.во.подьездов,Перекрытия,Стены,Мусоропровод,Отопление,Газ.плита,Этаж_квартиры,Этажность_дома
Ленинский_Вторичная_2_7/9_45_78889_Кирпич,Ленинский,Квартира,Вторичная,2,7/9,45.0,7.0,,3550000,78889,Кирпич,945.0,1974.0,2.0,Железобетонные,Кирпич,Есть,Центральное,Нет,7.0,9.0
Ленинский_Вторичная_3_3/9_67_60746_Кирпич,Ленинский,Квартира,Вторичная,3,3/9,67.0,7.5,37.0,4070000,60746,Кирпич,945.0,1974.0,2.0,Железобетонные,Кирпич,Есть,Центральное,Нет,3.0,9.0
Октябрьский_Вторичная_1_3/10_41.4_68841_Панель,Октябрьский,Квартира,Вторичная,1,3/10,41.4,11.0,17.0,2850000,68841,Панель,946.0,,,,,,,,3.0,10.0
Октябрьский_Вторичная_1_7/10_40.6_76355_Панель,Октябрьский,Квартира,Вторичная,1,7/10,40.6,10.9,16.6,3100000,76355,Панель,946.0,,,,,,,,7.0,10.0
Октябрьский_Вторичная_Студия_6/10_39.4_67766_Панель,Октябрьский,Квартира,Вторичная,Студия,6/10,39.4,4.0,28.1,2670000,67766,Панель,946.0,,,,,,,,6.0,10.0
Первомайский_Вторичная_1_1/16_25_106000_Кирпич,Первомайский,Квартира,Вторичная,1,1/16,25.0,3.0,17.0,2650000,106000,Кирпич,947.0,2012.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Нет,1.0,16.0
Первомайский_Вторичная_1_16/16_40.4_94059_Кирпич,Первомайский,Квартира,Вторичная,1,16/16,40.4,11.1,16.1,3800000,94059,Кирпич,947.0,2012.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Нет,16.0,16.0
Первомайский_Вторичная_3_1/16_74.3_98923_Кирпич,Первомайский,Квартира,Вторичная,3,1/16,74.3,11.0,46.0,7350000,98923,Кирпич,947.0,2012.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Нет,1.0,16.0
Первомайский_Вторичная_2_1/5_44.6_73991_Кирпич,Первомайский,Квартира,Вторичная,2,1/5,44.6,6.0,29.0,3300000,73991,Кирпич,948.0,1978.0,6.0,Железобетонные,Кирпич,Нет,Центральное,Нет,1.0,5.0
Первомайский_Вторичная_2_1/5_45_71111_Блоки,Первомайский,Квартира,Вторичная,2,1/5,45.0,6.0,,3200000,71111,Блоки,948.0,1978.0,6.0,Железобетонные,Кирпич,Нет,Центральное,Нет,1.0,5.0
Дзержинский_Вторичная_1_2/5_31_96129_Панель,Дзержинский,Квартира,Вторичная,1,2/5,31.0,6.0,18.0,2980000,96129,Панель,949.0,1967.0,8.0,Железобетонные,Панельные,Нет,Центральное,Нет,2.0,5.0
Дзержинский_Вторичная_2_3/5_44.1_89569_Панель,Дзержинский,Квартира,Вторичная,2,3/5,44.1,5.6,27.9,3950000,89569,Панель,949.0,1967.0,8.0,Железобетонные,Панельные,Нет,Центральное,Нет,3.0,5.0
Ленинский_Вторичная_4_8/10_101_81188_Панель,Ленинский,Квартира,Вторичная,4,8/10,101.0,62.4,11.0,8200000,81188,Панель,950.0,2004.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,8.0,10.0
Ленинский_Вторичная_4_9/10_96.4_77282_Панель,Ленинский,Квартира,Вторичная,4,9/10,96.4,11.0,75.0,7450000,77282,Панель,950.0,2004.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,9.0,10.0
Ленинский_Вторичная_5_10/10_136_66176_Монолит,Ленинский,Квартира,Вторичная,5,10/10,136.0,,87.0,9000000,66176,Монолит,950.0,2004.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,10.0,10.0
Первомайский_Вторичная_1_11/17_18_88889_Монолит,Первомайский,,Вторичная,1,11/17,18.0,3.5,9.6,1600000,88889,Монолит,951.0,,,,,,,,11.0,17.0
Первомайский_Вторичная_Студия_11/17_18_92222_Монолит,Первомайский,,Вторичная,Студия,11/17,18.0,3.5,9.6,1660000,92222,Монолит,951.0,,,,,,,,11.0,17.0
Первомайский_Вторичная_Студия_12/17_19.3_92228_Монолит,Первомайский,,Вторичная,Студия,12/17,19.3,3.0,16.0,1780000,92228,Монолит,951.0,,,,,,,,12.0,17.0
Первомайский_Вторичная_Студия_6/17_20_90000_Монолит,Первомайский,,Вторичная,Студия,6/17,20.0,,,1800000,90000,Монолит,951.0,,,,,,,,6.0,17.0
Первомайский_Вторичная_Студия_6/17_20_95000_Монолит,Первомайский,,Вторичная,Студия,6/17,20.0,,,1900000,95000,Монолит,951.0,,,,,,,,6.0,17.0
Первомайский_Вторичная_Студия_9/17_20.3_93596_Монолит,Первомайский,,Вторичная,Студия,9/17,20.3,3.5,14.5,1900000,93596,Монолит,951.0,,,,,,,,9.0,17.0
Октябрьский_Вторичная_1_21/25_47.5_174737_Кирпич,Октябрьский,Квартира,Вторичная,1,21/25,47.5,10.0,30.0,8300000,174737,Кирпич,952.0,2017.0,1.0,,,,,,21.0,25.0
Октябрьский_Вторичная_1_5/25_48_197917_Кирпич,Октябрьский,Квартира,Вторичная,1,5/25,48.0,13.0,,9500000,197917,Кирпич,952.0,2017.0,1.0,,,,,,5.0,25.0
Октябрьский_Вторичная_2_11/13_98.9_98180_Кирпич,Октябрьский,Квартира,Вторичная,2,11/13,98.9,13.4,50.5,9710000,98180,Кирпич,953.0,2007.0,4.0,Железобетонные,Смешанные,Есть,Индивидуальный тепловой пункт (ИТП),Нет,11.0,13.0
Октябрьский_Вторичная_2_11/13_98_107143_Кирпич,Октябрьский,Квартира,Вторичная,2,11/13,98.0,13.0,50.0,10500000,107143,Кирпич,953.0,2007.0,4.0,Железобетонные,Смешанные,Есть,Индивидуальный тепловой пункт (ИТП),Нет,11.0,13.0
Ленинский_Вторичная_1_6/10_37_68919_Панель,Ленинский,Квартира,Вторичная,1,6/10,37.0,9.0,,2550000,68919,Панель,954.0,2015.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,6.0,10.0
Ленинский_Вторичная_1_6/10_37_68919_Панель,Ленинский,Квартира,Вторичная,1,6/10,37.0,9.0,19.0,2550000,68919,Панель,954.0,2015.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,6.0,10.0
Ленинский_Вторичная_2_10/10_52.8_66288_Панель,Ленинский,Квартира,Вторичная,2,10/10,52.8,,,3500000,66288,Панель,954.0,2015.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,10.0,10.0
Ленинский_Вторичная_3_9/10_73_61644_Панель,Ленинский,Квартира,Вторичная,3,9/10,73.0,,,4500000,61644,Панель,954.0,2015.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,9.0,10.0
Ленинский_Вторичная_3_9/10_78_57692_Панель,Ленинский,Квартира,Вторичная,3,9/10,78.0,14.0,43.0,4500000,57692,Панель,954.0,2015.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,9.0,10.0
Калининский_Вторичная_2_4/9_46.1_98698_Панель,Калининский,Квартира,Вторичная,2,4/9,46.1,6.6,36.1,4550000,98698,Панель,955.0,1973.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,4.0,9.0
Калининский_Вторичная_4_1/9_69.3_73593_Панель,Калининский,Квартира,Вторичная,4,1/9,69.3,6.9,50.4,5100000,73593,Панель,955.0,1973.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,1.0,9.0
Заельцовский_Вторичная_1_5/5_29.4_125850_Кирпич,Заельцовский,Квартира,Вторичная,1,5/5,29.4,6.0,15.5,3700000,125850,Кирпич,956.0,1968.0,6.0,Железобетонные,Кирпич,Нет,Центральное,Нет,5.0,5.0
Заельцовский_Вторичная_3_5/5_57.9_83765_Кирпич,Заельцовский,Квартира,Вторичная,3,5/5,57.9,5.6,39.4,4850000,83765,Кирпич,956.0,1968.0,6.0,Железобетонные,Кирпич,Нет,Центральное,Нет,5.0,5.0
Ленинский_Вторичная_3_8/15_81.2_113264_Кирпич,Ленинский,Квартира,Вторичная,3,8/15,81.2,15.2,47.1,9197000,113264,Кирпич,957.0,2012.0,11.0,Железобетонные,Кирпич,Нет,Центральное,Нет,8.0,15.0
Ленинский_Вторичная_3_8/15_81.2_113300_Кирпич,Ленинский,Квартира,Вторичная,3,8/15,81.2,15.2,47.1,9200000,113300,Кирпич,957.0,2012.0,11.0,Железобетонные,Кирпич,Нет,Центральное,Нет,8.0,15.0
Дзержинский_Вторичная_3_17/17_75.9_90909_Панель,Дзержинский,Квартира,Вторичная,3,17/17,75.9,13.4,44.0,6900000,90909,Панель,958.0,,,,,,,,17.0,17.0
Дзержинский_Вторичная_Студия_2/17_25_134000_Панель,Дзержинский,Квартира,Вторичная,Студия,2/17,25.0,,,3350000,134000,Панель,958.0,,,,,,,,2.0,17.0
Дзержинский_Вторичная_2_5/5_44.7_107383_Панель,Дзержинский,Квартира,Вторичная,2,5/5,44.7,,,4799999,107383,Панель,959.0,1966.0,8.0,Железобетонные,Панельные,Нет,Центральное,Нет,5.0,5.0
Дзержинский_Вторичная_3_4/5_62.1_104670_Панель,Дзержинский,Квартира,Вторичная,3,4/5,62.1,23.0,28.0,6500000,104670,Панель,959.0,1966.0,8.0,Железобетонные,Панельные,Нет,Центральное,Нет,4.0,5.0
Калининский_Вторичная_2_10/14_70_99286_Кирпич,Калининский,Квартира,Вторичная,2,10/14,70.0,,,6950000,99286,Кирпич,960.0,2009.0,1.0,Железобетонные,Кирпич,Есть,Центральное,Нет,10.0,14.0
Калининский_Вторичная_3_1/14_90.1_105438_Кирпич,Калининский,Квартира,Вторичная,3,1/14,90.1,10.5,52.7,9500000,105438,Кирпич,960.0,2009.0,1.0,Железобетонные,Кирпич,Есть,Центральное,Нет,1.0,14.0
Калининский_Вторичная_3_6/14_96_93750_Кирпич,Калининский,Квартира,Вторичная,3,6/14,96.0,12.0,50.0,9000000,93750,Кирпич,960.0,2009.0,1.0,Железобетонные,Кирпич,Есть,Центральное,Нет,6.0,14.0
Железнодорожный_Вторичная_2_2/9_43.3_110855_Панель,Железнодорожный,Квартира,Вторичная,2,2/9,43.3,7.0,29.0,4800000,110855,Панель,961.0,1982.0,14.0,Железобетонные,Панельные,Есть,Центральное,Нет,2.0,9.0
Железнодорожный_Вторичная_3_8/9_56.7_93298_Панель,Железнодорожный,Квартира,Вторичная,3,8/9,56.7,6.8,37.3,5290000,93298,Панель,961.0,1982.0,14.0,Железобетонные,Панельные,Есть,Центральное,Нет,8.0,9.0
Ленинский_Вторичная_1_6/10_46.7_99572_Монолит,Ленинский,Квартира,Вторичная,1,6/10,46.7,11.1,24.9,4650000,99572,Монолит,963.0,1999.0,3.0,Железобетонные,Смешанные,Есть,Центральное,Нет,6.0,10.0
Ленинский_Вторичная_2_10/10_74.7_92369_Монолит,Ленинский,Квартира,Вторичная,2,10/10,74.7,12.0,,6900000,92369,Монолит,963.0,1999.0,3.0,Железобетонные,Смешанные,Есть,Центральное,Нет,10.0,10.0
Ленинский_Вторичная_3_6/10_110.9_81154_Панель,Ленинский,Квартира,Вторичная,3,6/10,110.9,17.2,,9000000,81154,Панель,963.0,1999.0,3.0,Железобетонные,Смешанные,Есть,Центральное,Нет,6.0,10.0
Калининский_Новостройка_1_2/9_40.1_102244_Кирпич,Калининский,Квартира,Новостройка,1,2/9,40.1,,,4100000,102244,Кирпич,964.0,,,,,,,,2.0,9.0
Калининский_Новостройка_2_1/9_64.2_99688_Кирпич,Калининский,Квартира,Новостройка,2,1/9,64.2,6.2,39.0,6400000,99688,Кирпич,964.0,,,,,,,,1.0,9.0
Калининский_Новостройка_2_4/9_42_94048_Кирпич,Калининский,Квартира,Новостройка,2,4/9,42.0,5.9,26.0,3950000,94048,Кирпич,964.0,,,,,,,,4.0,9.0
Калининский_Новостройка_2_9/9_40.1_102244_Кирпич,Калининский,Квартира,Новостройка,2,9/9,40.1,4.7,20.5,4100000,102244,Кирпич,964.0,,,,,,,,9.0,9.0
Калининский_Новостройка_3_1/9_123_84553_Кирпич,Калининский,Квартира,Новостройка,3,1/9,123.0,,,10400000,84553,Кирпич,964.0,,,,,,,,1.0,9.0
Кировский_Вторичная_2_4/9_43.1_81206_Панель,Кировский,Квартира,Вторичная,2,4/9,43.1,7.6,27.4,3500000,81206,Панель,965.0,1969.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,4.0,9.0
Кировский_Вторичная_3_2/9_59.5_78992_Панель,Кировский,Квартира,Вторичная,3,2/9,59.5,7.0,40.9,4700000,78992,Панель,965.0,1969.0,4.0,Железобетонные,Панельные,Есть,Центральное,Нет,2.0,9.0
Дзержинский_Вторичная_2_1/9_46.8_93803_Панель,Дзержинский,Квартира,Вторичная,2,1/9,46.8,7.0,28.0,4390000,93803,Панель,966.0,,4.0,Железобетонные,Кирпич,,Центральное,Да,1.0,9.0
Дзержинский_Вторичная_2_5/9_48_102083_Панель,Дзержинский,Квартира,Вторичная,2,5/9,48.0,7.2,28.9,4900000,102083,Панель,966.0,,4.0,Железобетонные,Кирпич,,Центральное,Да,5.0,9.0
Дзержинский_Вторичная_2_9/9_45.8_89520_Панель,Дзержинский,Квартира,Вторичная,2,9/9,45.8,7.0,27.6,4100000,89520,Панель,966.0,,4.0,Железобетонные,Кирпич,,Центральное,Да,9.0,9.0
Дзержинский_Вторичная_3_7/9_61.6_92532_Панель,Дзержинский,Квартира,Вторичная,3,7/9,61.6,7.2,44.3,5700000,92532,Панель,966.0,,4.0,Железобетонные,Кирпич,,Центральное,Да,7.0,9.0
Заельцовский_Новостройка_1_19/20_39.5_83992_Кирпич,Заельцовский,Квартира,Новостройка,1,19/20,39.5,11.6,14.3,3317689,83992,Кирпич,967.0,,,,,,,,19.0,20.0
Заельцовский_Новостройка_1_20/20_39.6_81170_Кирпич,Заельцовский,Квартира,Новостройка,1,20/20,39.6,12.0,16.0,3214350,81170,Кирпич,967.0,,,,,,,,20.0,20.0
Заельцовский_Новостройка_2_11/20_66.9_75989_Кирпич,Заельцовский,Квартира,Новостройка,2,11/20,66.9,13.0,37.0,5083640,75989,Кирпич,967.0,,,,,,,,11.0,20.0
Заельцовский_Новостройка_2_17/20_66.9_78988_Кирпич,Заельцовский,Квартира,Новостройка,2,17/20,66.9,13.0,37.0,5284310,78988,Кирпич,967.0,,,,,,,,17.0,20.0
Заельцовский_Новостройка_2_19/20_66.9_73991_Кирпич,Заельцовский,Квартира,Новостройка,2,19/20,66.9,13.0,37.0,4950000,73991,Кирпич,967.0,,,,,,,,19.0,20.0
Заельцовский_Новостройка_2_3/20_68_75000_Кирпич,Заельцовский,Квартира,Новостройка,2,3/20,68.0,,,5100000,75000,Кирпич,967.0,,,,,,,,3.0,20.0
Заельцовский_Новостройка_3_14/20_93.4_59957_Кирпич,Заельцовский,Квартира,Новостройка,3,14/20,93.4,15.3,49.6,5600000,59957,Кирпич,967.0,,,,,,,,14.0,20.0
Заельцовский_Новостройка_Студия_5/20_33.8_79377_Кирпич,Заельцовский,Квартира,Новостройка,Студия,5/20,33.8,,,2682950,79377,Кирпич,967.0,,,,,,,,5.0,20.0
Ленинский_Вторичная_1_3/12_34_141176_Монолит,Ленинский,Квартира,Вторичная,1,3/12,34.0,8.2,16.8,4800000,141176,Монолит,968.0,2006.0,5.0,Железобетонные,Блочные,Есть,Центральное,Нет,3.0,12.0
Ленинский_Вторичная_1_3/12_37_94595_Монолит,Ленинский,Квартира,Вторичная,1,3/12,37.0,11.3,19.0,3500000,94595,Монолит,968.0,2006.0,5.0,Железобетонные,Блочные,Есть,Центральное,Нет,3.0,12.0
Ленинский_Вторичная_1_5/12_41.9_95465_Панель,Ленинский,Квартира,Вторичная,1,5/12,41.9,11.2,18.6,4000000,95465,Панель,968.0,2006.0,5.0,Железобетонные,Блочные,Есть,Центральное,Нет,5.0,12.0
Ленинский_Вторичная_1_8/12_42.2_101896_Панель,Ленинский,Квартира,Вторичная,1,8/12,42.2,11.0,,4300000,101896,Панель,968.0,2006.0,5.0,Железобетонные,Блочные,Есть,Центральное,Нет,8.0,12.0
Ленинский_Вторичная_2_8/8_40.6_104655_Кирпич,Ленинский,Квартира,Вторичная,2,8/8,40.6,5.0,,4249000,104655,Кирпич,970.0,2010.0,3.0,Железобетонные,Монолитные,,Центральное,Нет,8.0,8.0
Ленинский_Вторичная_Студия_7/8_24.8_132661_Монолит,Ленинский,Квартира,Вторичная,Студия,7/8,24.8,4.0,11.5,3290000,132661,Монолит,970.0,2010.0,3.0,Железобетонные,Монолитные,,Центральное,Нет,7.0,8.0
Ленинский_Вторичная_Студия_7/8_24.8_139113_Монолит,Ленинский,Квартира,Вторичная,Студия,7/8,24.8,4.0,11.5,3450000,139113,Монолит,970.0,2010.0,3.0,Железобетонные,Монолитные,,Центральное,Нет,7.0,8.0
Октябрьский_Вторичная_1_12/27_35_108286_Кирпич,Октябрьский,Квартира,Вторичная,1,12/27,35.0,9.0,17.0,3790000,108286,Кирпич,971.0,2010.0,1.0,,,Есть,Центральное,Нет,12.0,27.0
Октябрьский_Вторичная_3_13/27_77.7_104247_Кирпич,Октябрьский,Квартира,Вторичная,3,13/27,77.7,11.0,49.0,8100000,104247,Кирпич,971.0,2010.0,1.0,,,Есть,Центральное,Нет,13.0,27.0
Октябрьский_Вторичная_3_24/27_77.9_102696_Кирпич,Октябрьский,Квартира,Вторичная,3,24/27,77.9,11.1,49.3,8000000,102696,Кирпич,971.0,2010.0,1.0,,,Есть,Центральное,Нет,24.0,27.0
Калининский_Вторичная_3_5/5_43_79070_Кирпич,Калининский,Квартира,Вторичная,3,5/5,43.0,6.0,30.5,3400000,79070,Кирпич,972.0,1962.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Нет,5.0,5.0
Калининский_Вторичная_3_5/5_52.9_86560_Кирпич,Калининский,Квартира,Вторичная,3,5/5,52.9,6.1,33.4,4579000,86560,Кирпич,972.0,1962.0,4.0,Железобетонные,Кирпич,Нет,Центральное,Нет,5.0,5.0
Ленинский_Вторичная_2_15/16_65.4_119266_Кирпич,Ленинский,Квартира,Вторичная,2,15/16,65.4,13.2,30.8,7800000,119266,Кирпич,973.0,2011.0,2.0,Железобетонные,Кирпич,Нет,Центральное,Нет,15.0,16.0
Ленинский_Вторичная_2_2/16_62_128226_Кирпич,Ленинский,Квартира,Вторичная,2,2/16,62.0,10.0,34.0,7950000,128226,Кирпич,973.0,2011.0,2.0,Железобетонные,Кирпич,Нет,Центральное,Нет,2.0,16.0
Ленинский_Вторичная_2_8/16_63_119048_Кирпич,Ленинский,Квартира,Вторичная,2,8/16,63.0,10.0,35.0,7500000,119048,Кирпич,973.0,2011.0,2.0,Железобетонные,Кирпич,Нет,Центральное,Нет,8.0,16.0
Ленинский_Вторичная_3_2/16_62_130645_Кирпич,Ленинский,Квартира,Вторичная,3,2/16,62.0,,33.0,8100000,130645,Кирпич,973.0,2011.0,2.0,Железобетонные,Кирпич,Нет,Центральное,Нет,2.0,16.0
Калининский_Вторичная_4_2/19_76.1_87000_Кирпич,Калининский,Квартира,Вторичная,4,2/19,76.1,5.9,50.0,6620700,87000,Кирпич,974.0,2015.0,3.0,Железобетонные,Монолитные,Есть,Центральное,Нет,2.0,19.0
Калининский_Новостройка_1_1/19_36.9_82981_Кирпич,Калининский,Квартира,Новостройка,1,1/19,36.9,10.0,15.6,3062000,82981,Кирпич,974.0,2015.0,3.0,Железобетонные,Монолитные,Есть,,,1.0,19.0
Калининский_Новостройка_2_4/19_54.7_98128_Кирпич,Калининский,Квартира,Новостройка,2,4/19,54.7,,,5367600,98128,Кирпич,974.0,2015.0,3.0,Железобетонные,Монолитные,Есть,,,4.0,19.0
Калининский_Новостройка_3_1/19_73.4_76000_Кирпич,Калининский,Квартира,Новостройка,3,1/19,73.4,,,5578400,76000,Кирпич,974.0,2015.0,3.0,Железобетонные,Монолитные,Есть,,,1.0,19.0
Калининский_Новостройка_3_2/19_76.1_86991_Кирпич,Калининский,Квартира,Новостройка,3,2/19,76.1,15.2,40.7,6620000,86991,Кирпич,974.0,2015.0,3.0,Железобетонные,Монолитные,Есть,,,2.0,19.0
Октябрьский_Новостройка_1_7/16_30.8_125795_Монолит,Октябрьский,Квартира,Новостройка,1,7/16,30.8,,,3874500,125795,Монолит,975.0,,,,,,,,7.0,16.0
Октябрьский_Новостройка_2_13/16_42.4_117676_Монолит,Октябрьский,Квартира,Новостройка,2,13/16,42.4,,,4989450,117676,Монолит,975.0,,,,,,,,13.0,16.0
Октябрьский_Новостройка_2_15/16_57.4_116853_Кирпич,Октябрьский,Квартира,Новостройка,2,15/16,57.4,17.8,28.4,6707360,116853,Кирпич,975.0,,,,,,,,15.0,16.0
Октябрьский_Новостройка_2_2/16_42.4_115399_Монолит,Октябрьский,Квартира,Новостройка,2,2/16,42.4,,,4892900,115399,Монолит,975.0,,,,,,,,2.0,16.0
Октябрьский_Новостройка_2_3/16_42.4_115399_Кирпич,Октябрьский,Квартира,Новостройка,2,3/16,42.4,3.8,25.9,4892900,115399,Кирпич,975.0,,,,,,,,3.0,16.0
Октябрьский_Новостройка_2_3/16_42.4_115399_Кирпич,Октябрьский,Квартира,Новостройка,2,3/16,42.4,3.8,27.0,4892900,115399,Кирпич,975.0,,,,,,,,3.0,16.0
Октябрьский_Новостройка_3_15/16_57.1_117467_Монолит,Октябрьский,Квартира,Новостройка,3,15/16,57.1,,,6707360,117467,Монолит,975.0,,,,,,,,15.0,16.0
Октябрьский_Новостройка_3_16/16_71.3_121861_Кирпич,Октябрьский,Квартира,Новостройка,3,16/16,71.3,12.8,42.6,8688680,121861,Кирпич,975.0,,,,,,,,16.0,16.0
Октябрьский_Новостройка_4_1/16_71_98552_Монолит,Октябрьский,Квартира,Новостройка,4,1/16,71.0,,,6997200,98552,Монолит,975.0,,,,,,,,1.0,16.0
Октябрьский_Новостройка_Студия_7/16_30.8_125795_Панель,Октябрьский,Квартира,Новостройка,Студия,7/16,30.8,4.4,19.0,3874500,125795,Панель,975.0,,,,,,,,7.0,16.0
Ленинский_Вторичная_3_5/9_57.8_94291_Кирпич,Ленинский,Квартира,Вторичная,3,5/9,57.8,8.0,,5450000,94291,Кирпич,976.0,1975.0,4.0,Железобетонные,Кирпич,Есть,Центральное,Нет,5.0,9.0
Ленинский_Вторичная_3_5/9_57_96491_Кирпич,Ленинский,Квартира,Вторичная,3,5/9,57.0,8.0,,5500000,96491,Кирпич,976.0,1975.0,4.0,Железобетонные,Кирпич,Есть,Центральное,Нет,5.0,9.0
Первомайский_Вторичная_2_19/19_60_105000_Кирпич,Первомайский,Квартира,Вторичная,2,19/19,60.0,10.0,32.0,6300000,105000,Кирпич,977.0,2015.0,1.0,Железобетонные,Кирпич,Нет,Центральное,Нет,19.0,19.0
Первомайский_Вторичная_Студия_18/19_36.6_98361_Кирпич,Первомайский,Квартира,Вторичная,Студия,18/19,36.6,14.5,12.5,3600000,98361,Кирпич,977.0,2015.0,1.0,Железобетонные,Кирпич,Нет,Центральное,Нет,18.0,19.0
Центральный_Вторичная_1_4/11_62_90323_Кирпич,Центральный,Квартира,Вторичная,1,4/11,62.0,12.0,34.0,5600000,90323,Кирпич,978.0,1998.0,2.0,Железобетонные,Кирпич,Есть,Центральное,Нет,4.0,11.0
Центральный_Вторичная_2_8/11_81.1_96165_Кирпич,Центральный,Квартира,Вторичная,2,8/11,81.1,16.4,41.5,7799000,96165,Кирпич,978.0,1998.0,2.0,Железобетонные,Кирпич,Есть,Центральное,Нет,8.0,11.0
Центральный_Вторичная_2_8/11_81.1_96178_Кирпич,Центральный,Квартира,Вторичная,2,8/11,81.1,16.4,,7800000,96178,Кирпич,978.0,1998.0,2.0,Железобетонные,Кирпич,Есть,Центральное,Нет,8.0,11.0
Центральный_Вторичная_3_10/11_92.6_102592_Кирпич,Центральный,Квартира,Вторичная,3,10/11,92.6,13.0,49.5,9500000,102592,Кирпич,978.0,1998.0,2.0,Железобетонные,Кирпич,Есть,Центральное,Нет,10.0,11.0
Центральный_Вторичная_3_5/11_161_81366_Кирпич,Центральный,Квартира,Вторичная,3,5/11,161.0,75.0,66.0,13100000,81366,Кирпич,978.0,1998.0,2.0,Железобетонные,Кирпич,Есть,Центральное,Нет,5.0,11.0
Центральный_Вторичная_3_8/11_131_76336_Кирпич,Центральный,Квартира,Вторичная,3,8/11,131.0,19.0,101.0,10000000,76336,Кирпич,978.0,1998.0,2.0,Железобетонные,Кирпич,Есть,Центральное,Нет,8.0,11.0
Заельцовский_Новостройка_1_22/26_31.5_69841_Кирпич,Заельцовский,Квартира,Новостройка,1,22/26,31.5,,,2200000,69841,Кирпич,979.0,,,,,,,,22.0,26.0
Заельцовский_Новостройка_Студия_10/26_35_67143_Монолит,Заельцовский,Квартира,Новостройка,Студия,10/26,35.0,,20.0,2350000,67143,Монолит,979.0,,,,,,,,10.0,26.0
Заельцовский_Новостройка_Студия_4/26_34_69118_Монолит,Заельцовский,Квартира,Новостройка,Студия,4/26,34.0,,,2350000,69118,Монолит,979.0,,,,,,,,4.0,26.0
Заельцовский_Новостройка_Студия_7/26_35_57143_Кирпич,Заельцовский,Квартира,Новостройка,Студия,7/26,35.0,3.0,21.0,2000000,57143,Кирпич,979.0,,,,,,,,7.0,26.0
Калининский_Вторичная_3_4/10_61_81639_Панель,Калининский,Квартира,Вторичная,3,4/10,61.0,7.0,43.0,4980000,81639,Панель,980.0,1986.0,8.0,Железобетонные,Панельные,Есть,Центральное,Нет,4.0,10.0
Калининский_Вторичная_3_4/10_63.6_77044_Панель,Калининский,Квартира,Вторичная,3,4/10,63.6,7.0,43.0,4900000,77044,Панель,980.0,1986.0,8.0,Железобетонные,Панельные,Есть,Центральное,Нет,4.0,10.0
Советский_Вторичная_1_1/5_30.3_71947_Кирпич,Советский,Квартира,Вторичная,1,1/5,30.3,,,2180000,71947,Кирпич,981.0,1967.0,6.0,Железобетонные,Кирпич,Нет,Центральное,Нет,1.0,5.0
Советский_Вторичная_1_1/5_30_76667_Кирпич,Советский,Квартира,Вторичная,1,1/5,30.0,,,2300000,76667,Кирпич,981.0,1967.0,6.0,Железобетонные,Кирпич,Нет,Центральное,Нет,1.0,5.0
Советский_Вторичная_2_4/5_44_65909_Кирпич,Советский,Квартира,Вторичная,2,4/5,44.0,6.0,28.0,2900000,65909,Кирпич,981.0,1967.0,6.0,Железобетонные,Кирпич,Нет,Центральное,Нет,4.0,5.0
Советский_Вторичная_2_5/5_42.4_67689_Кирпич,Советский,Квартира,Вторичная,2,5/5,42.4,5.9,27.6,2870000,67689,Кирпич,981.0,1967.0,6.0,Железобетонные,Кирпич,Нет,Центральное,Нет,5.0,5.0
Октябрьский_Вторичная_3_1/10_65.2_76534_Панель,Октябрьский,Квартира,Вторичная,3,1/10,65.2,9.0,40.2,4990000,76534,Панель,982.0,1994.0,4.0,Железобетонные,Панельные,Нет,Центральное,Нет,1.0,10.0
Октябрьский_Вторичная_4_6/10_76.6_75065_Панель,Октябрьский,Квартира,Вторичная,4,6/10,76.6,8.8,50.0,5750000,75065,Панель,982.0,1994.0,4.0,Железобетонные,Панельные,Нет,Центральное,Нет,6.0,10.0
Ленинский_Новостройка_1_1/15_30.5_96721_Кирпич,Ленинский,Квартира,Новостройка,1,1/15,30.5,,,2950000,96721,Кирпич,984.0,,,,,,,,1.0,15.0
Ленинский_Новостройка_1_1/15_34_91176_Кирпич,Ленинский,Квартира,Новостройка,1,1/15,34.0,,,3100000,91176,Кирпич,984.0,,,,,,,,1.0,15.0
Ленинский_Новостройка_1_1/15_35.4_93220_Кирпич,Ленинский,Квартира,Новостройка,1,1/15,35.4,,,3300000,93220,Кирпич,984.0,,,,,,,,1.0,15.0
