info,Район,Тип,Тип.объекта,Комнаты,Этаж,Площадь,Площадь.кухни,Жилая.площадь,Цена,Цена.за.м,Материал.здания,cluster,Год.постройки,Кол.во.подьездов,Перекрытия,Стены,Мусоропровод,Отопление,Газ.плита,Этаж_квартиры,Этажность_дома
Октябрьский_Новостройка_3_3/19_56_93750_Кирпич,Октябрьский,Квартира,Новостройка,3,3/19,56.0,,,5250000,93750,Кирпич,430.0,,,,,,,,3.0,19.0
Октябрьский_Новостройка_3_3/19_59.5_89916_Кирпич,Октябрьский,Квартира,Новостройка,3,3/19,59.5,11.0,43.0,5350000,89916,Кирпич,430.0,,,,,,,,3.0,19.0
Октябрьский_Новостройка_3_6/19_59.5_93277_Кирпич,Октябрьский,Квартира,Новостройка,3,6/19,59.5,,,5550000,93277,Кирпич,430.0,,,,,,,,6.0,19.0
Октябрьский_Новостройка_Студия_11/19_37.2_112634_Монолит,Октябрьский,Квартира,Новостройка,Студия,11/19,37.2,,,4190000,112634,Монолит,430.0,,,,,,,,11.0,19.0
Октябрьский_Новостройка_Студия_3/19_26.5_116981_Кирпич,Октябрьский,Квартира,Новостройка,Студия,3/19,26.5,3.0,19.7,3100000,116981,Кирпич,430.0,,,,,,,,3.0,19.0
Октябрьский_Новостройка_Студия_8/19_26.3_123574_Монолит,Октябрьский,Квартира,Новостройка,Студия,8/19,26.3,,,3250000,123574,Монолит,430.0,,,,,,,,8.0,19.0
Заельцовский_Вторичная_1_5/17_45.7_111597_Кирпич,Заельцовский,Квартира,Вторичная,1,5/17,45.7,13.4,18.6,5100000,111597,Кирпич,431.0,2012.0,3.0,Железобетонные,Монолитные,Есть,Центральное,Нет,5.0,17.0
Заельцовский_Вторичная_1_9/17_48_114375_Кирпич,Заельцовский,Квартира,Вторичная,1,9/17,48.0,14.3,,5490000,114375,Кирпич,431.0,2012.0,3.0,Железобетонные,Монолитные,Есть,Центральное,Нет,9.0,17.0
Заельцовский_Вторичная_2_15/17_47.7_104822_Кирпич,Заельцовский,Квартира,Вторичная,2,15/17,47.7,13.7,,5000000,104822,Кирпич,431.0,2012.0,3.0,Железобетонные,Монолитные,Есть,Центральное,Нет,15.0,17.0
Заельцовский_Вторичная_4_4/17_126_107143_Кирпич,Заельцовский,Квартира,Вторичная,4,4/17,126.0,15.0,77.0,13500000,107143,Кирпич,431.0,2012.0,3.0,Железобетонные,Монолитные,Есть,Центральное,Нет,4.0,17.0
Заельцовский_Вторичная_Студия_16/17_28_126071_Кирпич,Заельцовский,Квартира,Вторичная,Студия,16/17,28.0,4.0,17.0,3530000,126071,Кирпич,431.0,2012.0,3.0,Железобетонные,Монолитные,Есть,Центральное,Нет,16.0,17.0
Кировский_Вторичная_1_3/3_25_76000_Кирпич,Кировский,Квартира,Вторичная,1,3/3,25.0,8.0,,1900000,76000,Кирпич,432.0,,,,,,,,3.0,3.0
Кировский_Вторичная_2_1/3_52.6_72243_Кирпич,Кировский,Квартира,Вторичная,2,1/3,52.6,10.0,30.0,3800000,72243,Кирпич,432.0,,,,,,,,1.0,3.0
Кировский_Вторичная_2_2/3_53_73585_Кирпич,Кировский,Квартира,Вторичная,2,2/3,53.0,10.0,40.0,3900000,73585,Кирпич,432.0,,,,,,,,2.0,3.0
Кировский_Вторичная_Студия_1/3_52.7_72106_Кирпич,Кировский,Квартира,Вторичная,Студия,1/3,52.7,6.0,,3800000,72106,Кирпич,432.0,,,,,,,,1.0,3.0
Кировский_Вторичная_1_2/17_35_92857_Кирпич,Кировский,Квартира,Вторичная,1,2/17,35.0,5.0,17.0,3250000,92857,Кирпич,434.0,,,,,,,,2.0,17.0
Кировский_Вторичная_1_9/17_43.1_71462_Кирпич,Кировский,Квартира,Вторичная,1,9/17,43.1,14.0,17.3,3080000,71462,Кирпич,434.0,,,,,,,,9.0,17.0
Кировский_Вторичная_2_1/17_77.5_65290_Монолит,Кировский,Квартира,Вторичная,2,1/17,77.5,15.0,38.0,5060000,65290,Монолит,434.0,,,,,,,,1.0,17.0
Кировский_Вторичная_2_5/17_72.7_68762_Кирпич,Кировский,Квартира,Вторичная,2,5/17,72.7,15.0,45.0,4999000,68762,Кирпич,434.0,,,,,,,,5.0,17.0
Кировский_Вторичная_3_1/17_105.9_57129_Монолит,Кировский,Квартира,Вторичная,3,1/17,105.9,7.2,68.2,6050000,57129,Монолит,434.0,,,,,,,,1.0,17.0
Кировский_Вторичная_3_1/17_106.4_56861_Кирпич,Кировский,Квартира,Вторичная,3,1/17,106.4,14.5,50.3,6050000,56861,Кирпич,434.0,,,,,,,,1.0,17.0
Кировский_Вторичная_3_1/17_76.8_76823_Кирпич,Кировский,Квартира,Вторичная,3,1/17,76.8,,,5900000,76823,Кирпич,434.0,,,,,,,,1.0,17.0
Кировский_Вторичная_3_10/17_97.2_70473_Монолит,Кировский,Квартира,Вторичная,3,10/17,97.2,5.0,60.0,6850000,70473,Монолит,434.0,,,,,,,,10.0,17.0
Кировский_Вторичная_3_8/17_100.7_61072_Монолит,Кировский,Квартира,Вторичная,3,8/17,100.7,14.5,,6150000,61072,Монолит,434.0,,,,,,,,8.0,17.0
Кировский_Вторичная_3_8/17_100_61600_Монолит,Кировский,Квартира,Вторичная,3,8/17,100.0,5.0,59.7,6160000,61600,Монолит,434.0,,,,,,,,8.0,17.0
Кировский_Вторичная_3_8/17_84_73333_Кирпич,Кировский,Квартира,Вторичная,3,8/17,84.0,14.4,45.7,6160000,73333,Кирпич,434.0,,,,,,,,8.0,17.0
Заельцовский_Вторичная_1_24/25_44.8_133705_Монолит,Заельцовский,Квартира,Вторичная,1,24/25,44.8,12.0,,5990000,133705,Монолит,435.0,,,,,,,,24.0,25.0
Заельцовский_Вторичная_2_1/25_53.8_100353_Кирпич,Заельцовский,Квартира,Вторичная,2,1/25,53.8,21.0,30.0,5399000,100353,Кирпич,435.0,,,,,,,,1.0,25.0
Заельцовский_Вторичная_2_1/25_54.1_105360_Монолит,Заельцовский,Квартира,Вторичная,2,1/25,54.1,10.0,,5700000,105360,Монолит,435.0,,,,,,,,1.0,25.0
Заельцовский_Вторичная_2_2/25_49_118367_Монолит,Заельцовский,Квартира,Вторичная,2,2/25,49.0,17.5,,5800000,118367,Монолит,435.0,,,,,,,,2.0,25.0
Заельцовский_Вторичная_2_2/25_71_124648_Монолит,Заельцовский,Квартира,Вторичная,2,2/25,71.0,29.1,,8850000,124648,Монолит,435.0,,,,,,,,2.0,25.0
Заельцовский_Вторичная_2_4/25_53_122642_Кирпич,Заельцовский,Квартира,Вторичная,2,4/25,53.0,20.8,16.3,6500000,122642,Кирпич,435.0,,,,,,,,4.0,25.0
Заельцовский_Вторичная_3_1/25_96.3_96563_Кирпич,Заельцовский,Квартира,Вторичная,3,1/25,96.3,18.0,60.0,9299000,96563,Кирпич,435.0,,,,,,,,1.0,25.0
Заельцовский_Вторичная_3_17/25_64.4_116304_Монолит,Заельцовский,Квартира,Вторичная,3,17/25,64.4,17.4,,7490000,116304,Монолит,435.0,,,,,,,,17.0,25.0
Заельцовский_Вторичная_Студия_25/25_96_108333_Монолит,Заельцовский,Квартира,Вторичная,Студия,25/25,96.0,19.0,,10400000,108333,Монолит,435.0,,,,,,,,25.0,25.0
Ленинский_Вторичная_3_1/9_64.6_76625_Панель,Ленинский,Квартира,Вторичная,3,1/9,64.6,8.8,40.3,4950000,76625,Панель,436.0,1984.0,7.0,Железобетонные,Панельные,,Центральное,Нет,1.0,9.0
Ленинский_Вторичная_4_1/9_60_82500_Панель,Ленинский,Квартира,Вторичная,4,1/9,60.0,9.0,,4950000,82500,Панель,436.0,1984.0,7.0,Железобетонные,Панельные,,Центральное,Нет,1.0,9.0
Ленинский_Новостройка_1_12/12_28.8_77919_Кирпич,Ленинский,Квартира,Новостройка,1,12/12,28.8,,,2244060,77919,Кирпич,437.0,,,,,,,,12.0,12.0
Ленинский_Новостройка_2_3/12_52_66472_Кирпич,Ленинский,Квартира,Новостройка,2,3/12,52.0,10.0,,3456530,66472,Кирпич,437.0,,,,,,,,3.0,12.0
Ленинский_Новостройка_3_8/12_58_70241_Кирпич,Ленинский,Квартира,Новостройка,3,8/12,58.0,,,4074000,70241,Кирпич,437.0,,,,,,,,8.0,12.0
Октябрьский_Новостройка_1_5/10_58.8_37415_Панель,Октябрьский,Квартира,Новостройка,1,5/10,58.8,16.6,25.4,2200000,37415,Панель,438.0,,,,,,,,5.0,10.0
Октябрьский_Новостройка_1_9/10_41_60976_Панель,Октябрьский,Квартира,Новостройка,1,9/10,41.0,16.0,10.0,2500000,60976,Панель,438.0,,,,,,,,9.0,10.0
Октябрьский_Новостройка_3_3/10_59.2_40541_Панель,Октябрьский,Квартира,Новостройка,3,3/10,59.2,8.5,45.5,2400000,40541,Панель,438.0,,,,,,,,3.0,10.0
Октябрьский_Новостройка_3_7/10_59_50000_Панель,Октябрьский,Квартира,Новостройка,3,7/10,59.0,8.5,,2950000,50000,Панель,438.0,,,,,,,,7.0,10.0
Октябрьский_Новостройка_Студия_1/10_39.4_50761_Панель,Октябрьский,Квартира,Новостройка,Студия,1/10,39.4,,,2000000,50761,Панель,438.0,,,,,,,,1.0,10.0
Октябрьский_Новостройка_Студия_3/10_40_66250_Панель,Октябрьский,Квартира,Новостройка,Студия,3/10,40.0,5.0,28.0,2650000,66250,Панель,438.0,,,,,,,,3.0,10.0
Октябрьский_Новостройка_Студия_4/10_33.6_55060_Панель,Октябрьский,Квартира,Новостройка,Студия,4/10,33.6,5.0,20.0,1850000,55060,Панель,438.0,,,,,,,,4.0,10.0
Октябрьский_Новостройка_Студия_7/10_39.5_72911_Панель,Октябрьский,Квартира,Новостройка,Студия,7/10,39.5,9.5,25.0,2880000,72911,Панель,438.0,,,,,,,,7.0,10.0
Первомайский_Вторичная_1_1/17_29.5_94915_Монолит,Первомайский,Квартира,Вторичная,1,1/17,29.5,9.0,12.1,2800000,94915,Монолит,439.0,2011.0,3.0,Железобетонные,Смешанные,Есть,Центральное,Нет,1.0,17.0
Первомайский_Вторичная_1_11/17_28_85714_Монолит,Первомайский,Квартира,Вторичная,1,11/17,28.0,7.0,13.0,2400000,85714,Монолит,439.0,2011.0,3.0,Железобетонные,Смешанные,Есть,Центральное,Нет,11.0,17.0
Первомайский_Вторичная_1_17/17_25.4_98425_Монолит,Первомайский,Квартира,Вторичная,1,17/17,25.4,6.9,13.5,2500000,98425,Монолит,439.0,2011.0,3.0,Железобетонные,Смешанные,Есть,Центральное,Нет,17.0,17.0
Первомайский_Вторичная_1_4/17_25.4_86614_Монолит,Первомайский,Квартира,Вторичная,1,4/17,25.4,7.0,13.5,2200000,86614,Монолит,439.0,2011.0,3.0,Железобетонные,Смешанные,Есть,Центральное,Нет,4.0,17.0
Первомайский_Вторичная_Студия_13/17_20_87500_Монолит,Первомайский,Квартира,Вторичная,Студия,13/17,20.0,3.0,10.0,1750000,87500,Монолит,439.0,2011.0,3.0,Железобетонные,Смешанные,Есть,Центральное,Нет,13.0,17.0
Первомайский_Вторичная_Студия_17/17_18.9_89947_Монолит,Первомайский,Квартира,Вторичная,Студия,17/17,18.9,4.0,9.3,1700000,89947,Монолит,439.0,2011.0,3.0,Железобетонные,Смешанные,Есть,Центральное,Нет,17.0,17.0
